"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L";"Category";"Restricted-Category";"Summary";"Language"
"0330332775";"Bridget Jones's Diary";"Helen Fielding";"1997";"Picador (UK)";"http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg";"['Diary fiction']";"['Miscellaneous 2']";"Bridget Jones&#39;s Diary was first published in 1996 and applauded by
critics from Salman Rushdie to Jilly Cooper.";"en"
"0486284735";"Pride and Prejudice (Dover Thrift Editions)";"Jane Austen";"1995";"Dover Publications";"http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"In early nineteenth-century England, a spirited young woman copes with
the suit of a snobbish gentleman, as well as the romantic
entanglements of her four sisters.";"en"
"0671021745";"EYE ON CRIME: HARDY BOYS #153";"Franklin W. Dixon";"1998";"Aladdin";"http://images.amazon.com/images/P/0671021745.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0671047612";"Skin And Bones";"Franklin W. Dixon";"2000";"Aladdin";"http://images.amazon.com/images/P/0671047612.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671047612.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Cody Chang&#39;s San Francisco store could be considered creepy --
Skin &amp; Bones sells animal skulls, fish skeletons, reptile skins,
and more.";"en"
"0671504282";"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)";"Franklin W. Dixon";"1995";"Simon Pulse";"http://images.amazon.com/images/P/0671504282.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671504282.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"When Frank and Joe&#39;s father gets involved with an international
network of terrorists who inject him with a fatal dose of anthrax-B,
the boys must must race to the jungles of Borneo to rescue him.";"en"
"0399138684";"The Cat Who Came to Breakfast (Cat Who... (Hardcover))";"Lilian Jackson Braun";"1994";"Putnam Pub Group";"http://images.amazon.com/images/P/0399138684.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"0785263292";"If Singleness Is a Gift, What's the Return Policy?";"Holly Virden";"2003";"Nelson Books";"http://images.amazon.com/images/P/0785263292.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg";"['Religion']";"['Miscellaneous 8']";"Invites readers to view single life as an opportunity to take
advantage of unique possibilities and to discover their God-ordained
purpose, offering advice on how to avoid putting one&#39;s life on
hold while waiting for a mate and live each ...";"en"
"0830714014";"Always Daddy's Girl: Understanding Your Father's Impact on Who You Are";"H. Norman Wright";"1989";"Regal Books";"http://images.amazon.com/images/P/0830714014.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0830714014.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"0345354931";"Night Mare (Xanth Novels (Paperback))";"Piers Anthony";"1990";"Del Rey Books";"http://images.amazon.com/images/P/0345354931.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Then she met the Horseman. And she discovered that one who would ride
a night mare was a master of bit and spur, and not a man to surrender
her. For the night mare, it all began to be a horrible nightmare!";"en"
"0553278223";"The Martian Chronicles";"RAY BRADBURY";"1984";"Spectra";"http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"3257208626";"Fahrenheit 451";"Ray Bradbury";"1994";"Distribooks Inc";"http://images.amazon.com/images/P/3257208626.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"In einer zukünftigen Welt absoluter Konformität wird das Buch als
letzter Zeuge individuellen Denkens mit allen Mitteln amtlicherseits
bekämpft. SW: Utopischer Roman";"de"
"3257233051";"Veronika Deschliesst Zu Sterben / Vernika Decides to Die";"Paolo Coelho";"2002";"Distribooks";"http://images.amazon.com/images/P/3257233051.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"3423116714";"Die Klone der Joanna May. Roman.";"Fay Weldon";"1993";"Dtv";"http://images.amazon.com/images/P/3423116714.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423116714.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"3423241489";"Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.";"Arabella Weir";"1998";"Dtv";"http://images.amazon.com/images/P/3423241489.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423241489.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"3426605686";"Haifischfrauen.";"Kiana Davenport";"1996";"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.";"http://images.amazon.com/images/P/3426605686.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3426605686.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"3453212150";"Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.";"Sue Townsend";"2002";"Heyne";"http://images.amazon.com/images/P/3453212150.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"3498020862";"Die Korrekturen.";"Jonathan Franzen";"2002";"Rowohlt, Reinbek";"http://images.amazon.com/images/P/3498020862.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg";"['American fiction']";"['American fiction']";"Im Mittelpunkt steht die Familie Lambert.";"de"
"3499151502";"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.";"Jerome D. Salinger";"1998";"Rowohlt Tb.";"http://images.amazon.com/images/P/3499151502.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0060977493";"The God of Small Things";"Arundhati Roy";"1998";"Perennial";"http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A debut novel of dark foreboding and family tragedy that won the
prestigious Booker Prize traces the decline of one family in Southern
India in the late sixties, which begins with an episode of forbidden
love. Reprint. Tour.";"en"
"0312872682";"The James Dean Affair: A Neil Gulliver & Stevie Marriner Novel";"Robert S. Levinson";"2000";"St Martins Pr";"http://images.amazon.com/images/P/0312872682.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0316602906";"The Big Bad Wolf: A Novel";"James Patterson";"2003";"Little, Brown";"http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0316693006";"Four Blind Mice";"James Patterson";"2002";"Little, Brown";"http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0345311396";"Private Screening";"Richard North Patterson";"1994";"Ballantine Books";"http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"0345378490";"Congo";"Michael Crichton";"1995";"Ballantine Books";"http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Armed with the latest gifts of advanced technology, a California
scientist, a ruthless corporation agent, and a mercenary hunter face
the dangers of the Congo jungle in search of the diamonds of the lost
city of Zinj Deep in the heart of ...";"en"
"0345404793";"Protect and Defend";"Richard North Patterson";"2001";"Ballantine Books";"http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"When the Chief Justice of the Supreme Court drops dead following the
inauguration, President Kerry Kilcannon selects as a replacement Judge
Caroline Masters, a woman who hides a secret that could affect her
ruling on a controversial case.";"en"
"0345433173";"The Tall Pine Polka";"Lorna Landvik";"1999";"Ballantine Books";"http://images.amazon.com/images/P/0345433173.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"0375400117";"Memoirs of a Geisha";"Arthur Golden";"1997";"Alfred A. Knopf";"http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"&quot;Captivating, minutely imagined . . . a novel that refuses to
stay shut&quot; (&quot;Newsweek&quot;), &quot;Memoirs of a
Geisha&quot; is now released in a movie tie-in edition.";"en"
"0375705856";"Plainsong (Vintage Contemporaries)";"KENT HARUF";"2000";"Vintage";"http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"From the unsettled lives of a small-town teacher struggling to raise
two boys alone in the face of their mother&#39;s retreat from life, a
pregnant teenage girl with nowhere to go, and two elderly bachelor
farmers emerges a new vision of life ...";"en"
"0380717018";"Body of Evidence (Kay Scarpetta Mysteries (Paperback))";"Patricia D. Cornwell";"1992";"Avon";"http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Pop-up paper sculptures for each letter celebrate the Christmas
season.";"en"
"0380718332";"All That Remains (Kay Scarpetta Mysteries (Paperback))";"Patricia D. Cornwell";"1993";"Avon";"http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Dr. Kay Scarpetta is up against a serial killer who targets young
lovers.";"en"
"0380754509";"The Case of the Lost Look-Alike (An Avon Camelot Book)";"Carol J. Farley";"1988";"Avon Books";"http://images.amazon.com/images/P/0380754509.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg";"['Detective and mystery stories']";"['Detective and mystery stories']";"While spending part of the summer at picturesque Magic Lake, twelve-
year-old Flee Jay and her competitive bright younger sister become
involved with a hermit, vandalism, and a forty-year-old mystery
concerning a kidnapped child.";"en"
"038076654X";"Petals on the River";"Kathleen E. Woodiwiss";"1997";"Avon Trade";"http://images.amazon.com/images/P/038076654X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0380807866";"The Elusive Flame";"Kathleen E. Woodiwiss";"1999";"Avon";"http://images.amazon.com/images/P/0380807866.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0385316895";"Legacy of Silence";"Belva Plain";"1998";"Bantam Dell Pub Group";"http://images.amazon.com/images/P/0385316895.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Two sisters separated by adoption and a romantic betrayal emigrate to
America from Berlin after their parents fall victim to the Nazis Belva
Plain has crafted a remarkable tale, spanning the decades from the eve
of World War II in Germany ...";"en"
"0385497466";"The Brethren";"JOHN GRISHAM";"2000";"Doubleday";"http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0385508042";"The King of Torts";"John Grisham";"2003";"Doubleday Books";"http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The author of such best-selling legal thrillers as The Summons and The
Brethren presents his latest novel of courtroom and legal suspense.
2,500,000 first printing. $2,500,000 ad/promo.";"en"
"0385509456";"The Curious Incident of the Dog in the Night-Time : A Novel";"MARK HADDON";"2003";"Doubleday";"http://images.amazon.com/images/P/0385509456.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0385511612";"Bleachers";"John Grisham";"2003";"Doubleday";"http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"From the best-selling author of The Painted House, Skipping Christmas,
and The Firm comes a nostalgic novel about high school football in a
small Texas town, a place in which football has become a religion.
2,000,000 first printing.";"en"
"0385730586";"Sisterhood of the Traveling Pants";"ANN BRASHARES";"2003";"Delacorte Books for Young Readers";"http://images.amazon.com/images/P/0385730586.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Over a few bags of cheese puffs they decide to form a sisterhood, and
take the vow of The Sisterhood of the Traveling Pants . . . the next
morning, they say good-bye.";"en"
"0425164403";"Only Love (Magical Love)";"Erich Segal";"1998";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425164403.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Matthew Hiller finds himself caught in the middle among his
Hippocratic oath, his past, and a potential future with a beautiful
but terminally ill woman married to another man";"en"
"0440234964";"All or Nothing (Wheeler Large Print Books)";"Elizabeth Adler";"2000";"Island";"http://images.amazon.com/images/P/0440234964.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Attorney and law professor Marla Cwitowitz teams up with her
boyfriend, private detective Al Giraud, when they investigate Steve
Mallard, a husband and father who has become the prime suspect in the
disappearance--and perhaps murder--of ...";"en"
"0446605484";"Roses Are Red (Alex Cross Novels)";"James Patterson";"2001";"Warner Vision";"http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0446610399";"The Rescue";"Nicholas Sparks";"2001";"Warner Books";"http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0449006522";"Manhattan Hunt Club";"JOHN SAUL";"2002";"Ballantine Books";"http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"When college student Jeff Converse is wrongly accused of a violent
crime, he becomes trapped in the dark and evil underworld of Manhattan
where deranged predators hunt for prey in a deadly game.";"en"
